Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 31054/HD 45783,6.51659058,32.8054459,641.025665,7.42968838,M2III,,,
HIP 31065/HD 46005,6.51926212,9.93982319,1851.85179,7.84765832,B8V,,,
HIP 31066/HD 45995,6.5193222,11.251381,1694.9154,6.16796997,B2V,,,
HIP 120003/HD 258782,6.51934133,11.2558567,1694.9154,9.09765744,A0V,,,
HIP 31103/HD 45593,6.5268541,54.8714159,1408.45078,8.06640662,G5V,,,
HIP 31104/HD 45899,6.52685458,32.1662515,769.23079,7.14843785,B9V,,,
HIP 31129/HD 258730,6.53189929,30.8670326,1562.50005,10.2187499,F6V,,,
HIP 31151/HD 45704,6.53687895,54.7953828,568.181804,8.23828131,A5V,,,
HIP 31172/HD 46120,6.54040291,21.4436256,877.192982,8.66796904,A0V,,,
HIP 31208/HD 46265,6.54682101,10.1661014,1785.71431,7.56640902,K0V,,,
HIP 31230/HD 46159,6.55096337,29.4065634,757.575684,8.05859369,G8III,,,
HIP 31232/HD 259184,6.55124013,26.2899833,1449.27541,9.5585946,F2V,,,
HIP 31255/HD 46014,6.55545026,47.2183944,1020.40812,7.53906256,M5V,,,
HIP 31329/HD 46118,6.56937478,49.8508122,606.060601,9.22656321,A2V,,,
HIP 31334,6.57055728,62.1745569,653.594788,9.46875013,K2V,,,
HIP 31350/HD 46135,6.57359995,51.0947834,2127.65959,8.12890861,K0V,,,
HIP 31364/HD 46466,6.57671037,23.2005944,1428.57143,8.88671975,A0V,,,
HIP 31389/HD 259661,6.58030901,30.2606117,1234.56789,9.38671854,A3V,,,
HIP 31391,6.58084995,41.7002105,704.225331,9.09765636,K0V,,,
HIP 31404/HD 46595,6.58262578,15.3304747,1162.79068,7.05859406,F7V,,,
HIP 31424/HD 46451,6.58504185,37.0643981,819.672136,7.46875054,G5V,,,
HIP 31493/HD 46450,6.5960271,45.5893738,460.82949,10.0976571,F0V,,,
HIP 31499/HD 46385,6.59712439,51.2959641,591.715951,9.71875103,A5V,,,
HIP 31508/HD 46747,6.59828147,17.6925521,1282.05135,7.25781341,K0V,,,
HIP 31548/HD 46528,6.60362503,44.7336881,460.82944,9.40625039,F5V,,,
HIP 31551/HD 46316,6.6041017,58.8272374,729.926991,7.62890645,K2III,,,
HIP 31550,6.6041086,50.4171336,763.358803,9.44921934,K2V,,,
HIP 31559/HD 46746,6.60581793,29.7280739,1694.91529,8.72656378,A1V,,,
HIP 31579/HD 46687,6.60912187,38.4455499,555.555621,5.39843815,C5II,,,
HIP 31605,6.61467851,35.7374358,735.294124,9.72656285,B8V,,,
HIP 31613,6.61663011,69.5576029,943.396252,10.7968754,A0V,,,
HIP 31616/HD 46840,6.61717244,33.6380586,617.283938,8.48828182,G5V,,,
HIP 31632/HD 46571,6.61924513,52.5263014,2272.72742,9.04687682,G5V,,,
HIP 31659/HD 260547,6.6259861,29.9096182,990.099059,9.15625132,A1V,,,
HIP 31668/HD 260650,6.62777148,23.5189905,1886.79255,8.72656406,K0V,,,
HIP 31675/HD 46777,6.62811395,46.7629802,806.451622,9.85937536,K0V,,,
HIP 31686/HD 47104,6.62939617,18.4015749,1470.58834,7.60937551,B8V,,,
HIP 31718/HD 46510,6.63507065,62.4452572,833.333227,8.88671829,A0V,,,
HIP 31748/HD 46838,6.64109858,52.0061764,512.820486,8.52734393,K0V,,,
HIP 31759/HD 47196,6.64319958,26.9054779,694.444355,8.33984357,A0V,,,
HIP 31767/HD 260919,6.64400825,28.6729614,1351.35124,9.53906263,F5V,,,
HIP 31780/HD 47019,6.64509509,45.0705857,1538.4615,8.97656283,K5V,,,
HIP 31807/HD 47099,6.64968409,41.4948036,799.999987,7.4765629,K5V,,,
HIP 31835/HD 47238,6.65565959,36.655424,729.927031,8.57812541,G5V,,,
HIP 31960/HD 47590,6.6797046,33.0255358,709.219858,7.73828209,A2V,,,
HIP 31961/HD 47171,6.67982163,56.8838485,813.008152,7.40625027,A0V,,,
HIP 31974/HD 47411,6.68212474,46.3563629,467.289705,9.37890714,A0V,,,
HIP 31997/HD 47649,6.68603943,32.4166469,909.090845,8.28906225,K2V,,,
HIP 32083/HD 47883,6.70238495,31.4548879,884.95578,8.22656239,C5II,,,
HIP 32105/HD 47288,6.70678176,63.4766688,1449.2754,8.3398444,K2V,,,
HIP 32113/HD 233273,6.70765598,51.086017,724.637696,8.75781325,K2V,,,
HIP 32228,6.7278483,48.1134017,523.560249,9.06640694,K2V,,,
HIP 32267/HD 48173,6.7368132,43.0431933,546.448044,8.78906374,A0V,,,
HIP 32341/HD 48296,6.75101447,45.9764766,495.049542,8.34765658,A0V,,,
HIP 32369/HD 48640,6.7565292,24.6724767,1612.90318,6.94922037,K2Ib,,,
HIP 32394/HD 48564,6.76288905,37.7781801,1639.34425,8.01953299,K5V,,,
HIP 32412/HD 48362,6.76656284,52.2303334,598.802425,8.6875002,A0V,,,
HIP 32496/HD 48804,6.78171353,36.3692845,1639.34417,8.32812622,K2V,,,
HIP 32512/HD 48912,6.78529246,30.2762294,1000.00005,9.40625007,M5V,,,
HIP 32527/HD 263660,6.78757159,24.8365054,746.268655,9.628907,B9V,,,
HIP 32582,6.79840508,38.9573618,555.555571,10.0898445,F5V,,,
HIP 32588/HD 48863,6.79931352,48.0049277,854.70085,8.11718807,K2V,,,
HIP 32620/HD 49222,6.80584498,22.3499989,900.900943,8.13671962,K2V,,,
HIP 32626/HD 49040,6.80614422,40.9625454,1098.90099,8.85937542,A5V,,,
HIP 32652/HD 48657,6.81108337,62.0933937,2325.58127,9.12890768,A1III,,,
HIP 32654/HD 49098,6.81134786,41.0665162,613.496951,8.63671923,A0V,,,
HIP 32679,6.81652836,66.9854146,1176.47059,9.70703142,K0V,,,
HIP 32684/HD 49008,6.81844676,51.4065408,826.446278,9.47656261,A0V,,,
HIP 32737/HD 49449,6.82811871,28.3177414,763.358812,8.1367195,K5V,,,
HIP 32757/HD 49344,6.83055432,39.4791113,636.94263,7.75781267,B9V,,,
HIP 32770/HD 49136,6.83269081,53.7687917,917.431143,8.36718736,K5V,,,
HIP 32773/HD 48680,6.83298635,67.5133051,1351.3514,7.67968773,K5V,,,
HIP 32797/HD 49635,6.83722425,18.7980105,980.392211,8.03906293,F5V,,,
HIP 32943,6.8622979,38.5842419,819.672104,9.81640689,F2V,,,
HIP 33032/HD 50057,6.88242052,33.6847353,584.795312,8.13671916,K0V,,,
HIP 33050,6.88492902,42.0289487,1428.57143,8.91796981,K0V,,,
HIP 33069/HD 49837,6.88741381,52.4921939,529.100532,9.25781332,A3V,,,
HIP 33080/HD 49988,6.88947065,45.5913796,1041.66664,9.01953162,K5V,,,
HIP 33190/HD 50433,6.90753786,27.4584416,862.068998,8.88671889,A0V,,,
HIP 33236/HD 237561,6.91516126,55.0451932,714.285716,9.7187512,K2V,,,
HIP 33293/HD 50454,6.92566107,44.3678178,454.545434,8.04687585,K5V,,,
HIP 33314/HD 50661,6.92908937,34.8371133,751.87965,8.19921916,K2V,,,
HIP 33531/HD 51420,6.96876686,21.1094367,900.900969,8.80859465,A0V,,,
HIP 33573,6.97643169,70.9141929,1234.56789,9.01953126,M0V,,,
HIP 33655/HD 51613,6.99162118,33.555147,675.67563,8.7187498,A0V,,,
HIP 33660,6.9926952,61.85872,704.225383,9.09765652,K0V,,,
HIP 33701/HD 51834,7.00195021,29.7721354,1098.90103,7.17968837,K4III,,,
HIP 33707/HD 51323,7.0031911,56.1190497,751.879651,8.28906267,K2V,,,
HIP 33738/HD 51709,7.0092872,42.9677619,564.971813,9.03906356,A0V,,,
HIP 33911/HD 52473,7.03793162,22.0962243,826.446227,7.35937506,G5V,,,
HIP 33915,7.03826226,27.7515285,909.090873,10.7773435,F5V,,,
HIP 33945/HD 52451,7.04420272,31.3400069,632.911404,7.79687544,K5V,,,
HIP 33958/HD 52303,7.04609148,42.5640323,564.971711,8.65625066,K5V,,,
HIP 33999/HD 268340,7.05423079,22.4234194,806.451566,8.81640624,K0V,,,
HIP 34001,7.05458912,46.1202317,552.486202,9.0000008,K5V,,,
HIP 34103/HD 52822,7.07141649,37.5639968,704.225309,6.61718768,F5V,,,
HIP 34243/HD 53473,7.09915469,19.7531514,1086.95655,9.17968714,A0V,,,
HIP 34247/HD 53314,7.09965692,33.7424601,558.659259,7.46875109,G5V,,,
HIP 34268/HD 233332,7.10346277,53.61694,854.700905,8.83984418,K7V,,,
HIP 34324/HD 53050,7.11550896,56.6352479,1492.53726,8.96875046,K0V,,,
HIP 34362/HD 233335,7.12301719,51.7986796,543.478283,8.67968731,M0V,,,
HIP 34420,7.13572769,39.6020293,662.25166,8.6367196,K0V,,,
HIP 34435/HD 53255,7.13916046,61.2421968,877.192994,8.26953173,M5V,,,
HIP 34492/HD 233338,7.14727021,53.0841486,847.457679,9.0976563,G5V,,,
HIP 34493,7.14743693,23.2715375,840.336103,8.95703204,K0V,,,
HIP 34500/HD 54161,7.14839904,26.7680949,714.285729,9.0390634,A2V,,,
HIP 34581/HD 53683,7.16223421,60.743233,1249.99999,7.79687529,K2V,,,
HIP 34605/HD 53469,7.16810051,65.9702368,847.457757,8.50781269,K0V,,,
HIP 34607,7.1685512,46.8806006,490.196086,8.39843773,M0V,,,
HIP 34620/HD 53351,7.16999786,68.5867309,1388.8887,8.53906254,K0V,,,
HIP 34648/HD 54534,7.17572845,31.9794654,606.060621,9.04687585,K5V,,,
HIP 34695/HD 54615,7.18633934,38.1949509,649.350646,8.08984458,K0V,,,
HIP 34751,7.19415075,35.1782663,847.457698,10.4765628,F2V,,,
HIP 34787,7.20153517,40.7790143,555.555563,10.5273445,F2V,,,
HIP 34853/HD 55026,7.21271806,34.2500969,740.740706,8.26953133,K5V,,,
HIP 34963/HD 55049,7.23397712,51.3712503,704.225342,8.52734397,G5V,,,
HIP 35130,7.26290817,27.4697301,952.380992,8.75000107,K2V,,,
HIP 35225/HD 55945,7.2802108,37.2481554,584.795311,8.58984363,G8III,,,
HIP 35247,7.2833913,74.144682,1234.56781,9.29687494,M0V,,,
HIP 35388/HD 56291,7.30902273,43.0412637,478.468929,9.16796922,A2V,,,
HIP 35410,7.31116291,38.2612942,598.802426,10.4570314,F5V,,,
HIP 35428/HD 56587,7.31429028,29.1009098,680.272087,8.87890636,F2V,,,
HIP 35440/HD 56563,7.31684835,35.1578786,641.02564,7.10937588,K0V,,,
HIP 35510/HD 56913,7.33009435,20.4651267,877.192998,7.80859433,G0V,,,
HIP 35637/HD 57130,7.35409242,31.6141422,641.025716,9.15625106,F2V,,,
HIP 35654,7.35675697,71.1484356,2173.91295,9.81640734,M0V,,,
HIP 35681/HD 56167,7.36225406,69.6707646,1694.91529,8.51953249,C3III,,,
HIP 35826/HD 57559,7.38843276,33.6973606,961.538574,7.90625025,A0V,,,
HIP 35949/HD 57668,7.41071484,46.9654449,502.512538,9.15624973,G5V,,,
HIP 35977/HD 57645,7.41428877,52.3999033,636.942632,8.32812507,K5V,,,
HIP 35983/HD 233383,7.41586196,54.6787688,763.358841,8.71875053,K7V,,,
HIP 36091/HD 58185,7.43585616,37.8230845,793.650754,8.38671973,K0V,,,
HIP 36111,7.43883968,29.9689588,735.294094,9.38671886,K0V,,,
HIP 36183/HD 58427,7.45170132,35.5027989,671.140897,9.35937496,F5V,,,
HIP 36233/HD 58577,7.46184104,35.6319697,621.117985,8.72656314,K0V,,,
HIP 36343/HD 58682,7.47987124,43.9783955,632.911364,9.20703155,F5V,,,
HIP 36380/HD 233392,7.48748249,54.0876882,1190.47616,9.67968763,M0V,,,
HIP 36412/HD 59014,7.49192287,35.164049,632.911367,7.21875058,K2V,,,
HIP 36430,7.49745314,32.8666809,833.333258,10.4062498,F8VI,,,
HIP 36434/HD 58680,7.49786832,56.9720433,680.272081,8.50781233,G8III,,,
HIP 36454,7.50125339,29.5838948,892.857168,10.0585946,F2V,,,
HIP 36460/HD 59085,7.50208032,39.3222017,540.540528,8.62890643,A2V,,,
HIP 36475/HD 59083,7.50524859,41.5989913,641.025655,8.12890718,K0V,,,
HIP 36484/HD 59267,7.50695393,31.1451654,729.927012,8.1679689,G5V,,,
HIP 36578/HD 58679,7.52342934,66.1348169,840.336122,7.1484385,K0V,,,
HIP 36581/HD 59509,7.52372484,27.6225254,666.66663,8.04687522,F8V,,,
HIP 36651/HD 59667,7.5377411,31.1020855,806.45159,8.20703142,K0V,,,
HIP 36769/HD 59847,7.56265998,41.1739323,518.134696,7.78906352,K5V,,,
HIP 36814/HD 233416,7.57136807,53.5888863,980.392176,8.83984372,K5V,,,
HIP 37095/HD 60772,7.62251886,29.2022018,787.401575,9.0000005,A0V,,,
HIP 37175/HD 60133,7.63856798,68.4529957,1204.81933,8.51953191,K0V,,,
HIP 37237,7.64807431,47.0738773,636.942637,8.51953163,M0V,,,
HIP 37383,7.67378484,47.5512776,645.161309,8.0976557,K0V,,,
HIP 37468/HD 61362,7.69020102,50.945612,606.060598,8.40625025,K0V,,,
HIP 37481,7.69424991,40.7062909,636.942619,9.64843774,F5V,,,
HIP 37501/HD 61361,7.69663779,54.7657903,751.879733,6.81640705,K0V,,,
HIP 37550/HD 233440,7.70682301,52.309478,740.740678,8.32812517,G5V,,,
HIP 37615,7.71845528,48.6861477,877.192999,9.80859447,F2V,,,
HIP 37630/HD 61577,7.72217003,58.3353817,657.894729,8.59765603,K5V,,,
HIP 37706/HD 62118,7.73571466,42.3096384,483.091786,7.82812543,M5V,,,
HIP 37707/HD 62158,7.73596883,38.8378602,543.478253,7.48828084,M5V,,,
HIP 37795,7.74992049,40.4521112,469.483559,9.64843832,F0V,,,
HIP 37860,7.76124587,54.1571584,877.192989,10.7187505,A5V,,,
HIP 37873/HD 62380,7.76288621,44.2848643,520.833387,8.68750095,G5V,,,
HIP 37999/HD 62719,7.78766788,42.0535785,546.448126,8.64843905,K0V,,,
HIP 38073,7.80218537,40.8178013,549.450551,9.64843712,F5V,,,
HIP 38251/HD 62213,7.83613846,74.4986429,1785.71425,8.97656519,K0V,,,
HIP 38333/HD 63277,7.85215497,56.3753861,714.285697,8.48828239,K2V,,,
HIP 38364/HD 63711,7.85839948,30.5303234,649.350637,8.21875098,B9V,,,
HIP 38566/HD 63888,7.89609305,52.7789593,925.925863,8.08984381,K0V,,,
HIP 38640/HD 64230,7.91218302,42.6224611,534.759331,8.94921864,K2V,,,
HIP 38687/HD 64252,7.92052146,48.1481863,515.46394,8.00781364,A0V,,,
HIP 38693/HD 64387,7.92183919,38.2100802,653.5948,8.06640628,K0V,,,
HIP 38937/HD 64867,7.96714517,46.4375756,581.395298,8.71875016,G5V,,,
HIP 39053/HD 65194,7.98968485,42.2955988,568.18184,8.93750031,K5V,,,
HIP 39285/HD 65449,8.0333114,58.0495018,675.675642,8.91796871,G5V,,,
HIP 39449/HD 66084,8.06419944,44.2164091,552.486183,8.59765713,K0V,,,
HIP 39534,8.07906188,41.1689962,584.795362,8.97656268,K0V,,,
HIP 39568,8.08468463,42.4389264,757.575737,9.26953122,K0V,,,
HIP 39832/HD 67174,8.13855924,38.5248693,632.911416,7.05859424,K5V,,,
HIP 40052,8.18141646,42.7833686,621.117957,10.4375003,F5V,,,
HIP 40125/HD 67825,8.19617229,45.3235602,699.300713,8.55859419,K5V,,,
HIP 40245/HD 68252,8.21996499,39.9870675,632.911368,8.19921943,K0V,,,
HIP 40867/HD 69697,8.33957899,51.3214074,602.409658,8.60937538,K0V,,,
HIP 41253/HD 70687,8.41628937,42.9959451,645.161287,8.79687445,G5V,,,
HIP 41551/HD 237714,8.47267301,54.6919035,769.230799,8.57812563,K2V,,,
HIP 41745/HD 237720,8.51246012,57.4198482,833.333337,9.22656255,K5V,,,
HIP 41768/HD 71844,8.51771031,40.0556064,584.795307,7.0585939,A3V,,,
HIP 42244,8.6122676,45.0425679,653.594795,9.29687505,G8III,,,
HIP 42261/HD 72720,8.61762971,55.8392142,704.225396,8.32812517,K2V,,,
HIP 42467,8.65807626,47.8003533,609.756099,10.4375002,F8V,,,
HIP 42580/HD 73615,8.67880364,38.1591585,531.914927,7.79687509,K0V,,,
HIP 42744/HD 73992,8.711594,39.0614397,512.820461,7.45703101,M5V,,,
HIP 42782,8.71744424,40.2302777,564.971744,9.04687574,K5V,,,
HIP 30388/HD 44512,6.38972485,28.7558478,3703.7036,8.3398459,B8V,,,
HIP 30483/HD 44812,6.40780067,13.015051,5000.00009,7.00000276,G5Ib,,,
HIP 30799/HD 45428,6.47143395,24.6814816,4761.90474,8.46875137,A0V,,,
HIP 30857/HD 45485,6.47917392,25.6209222,3125.00004,8.54687666,A0V,,,
HIP 31213/HD 259084,6.54744164,26.7557727,2564.10277,9.3398457,F0V,,,
HIP 31260/HD 46387,6.55644108,7.16905874,2857.14322,9.398439,A0V,,,
HIP 31313/HD 259548,6.56711035,23.0491265,3030.30289,8.88672115,G5V,,,
HIP 31713,6.63353981,18.557521,2702.70251,11.2070323,M0V,,,
HIP 31714/HD 260986,6.63382446,9.88359582,3333.33314,9.78906553,B3V,,,
HIP 31724/HD 47292,6.63662529,7.14823213,2777.77756,7.42968889,B8V,,,
HIP 31774/HD 47217,6.64441351,26.4999219,2941.17641,8.79687544,A0V,,,
HIP 32051/HD 47773,6.69664168,32.6369533,3846.15381,7.7070347,F5V,,,
HIP 32495/HD 48713,6.78144478,45.0362819,2222.22207,9.38672049,K5V,,,
HIP 32554/HD 263791,6.79260717,18.9418438,2631.57898,8.97656341,A0V,,,
HIP 32612/HD 49290,6.80457555,14.5924469,1886.79239,7.68750112,A0V,,,
HIP 32694/HD 264208,6.82102393,27.8889271,3846.15411,9.26953265,G5V,,,
HIP 32885/HD 49824,6.85221557,21.4282926,3030.30313,8.96875242,A3V,,,
HIP 33399/HD 51102,6.94682467,20.9671827,2777.77763,7.42968894,B8V,,,
HIP 33465/HD 51330,6.95710772,11.9075621,1999.99997,6.25781367,F2Ib,,,
41 Gem/HIP 33715/HD 52005,7.00439537,16.0790073,1785.71424,5.72656478,K3Ib,,,
HIP 33833/HD 52202,7.02347906,27.3802696,2777.77748,8.1484386,A0V,,,
HIP 33923/HD 268055,7.03915564,28.9150281,1449.27533,11.1484382,F1V,,,
HIP 33943,7.04395083,33.2071372,4347.82609,9.61719053,F2V,,,
HIP 34057/HD 52974,7.06466456,16.1822668,1587.30162,8.277345,K0V,,,
HIP 34078/HD 53113,7.06730192,5.13198032,3571.42849,7.30859506,K0V,,,
HIP 34738,7.19213635,17.4083886,1098.90099,8.95703178,A2V,,,
HIP 34741,7.19267404,37.6637134,5000.00008,9.75781508,F2V,,,
HIP 34760,7.19563346,72.5813408,4999.99989,9.71875259,K2V,,,
HIP 35082/HD 55823,7.25553321,18.8145986,2083.33334,8.09765681,A3V,,,
HIP 35234,7.28163051,12.1090665,4545.45437,9.36718957,F2V,,,
HIP 35324/HD 56388,7.29635049,24.5279359,4999.99998,9.13672159,A0V,,,
HIP 35365,7.30520332,39.6144435,1162.79068,11.1992193,F5V,,,
HIP 35368/HD 55253,7.30580939,70.9193777,4545.45453,8.66797031,G5V,,,
HIP 35392,7.3093246,17.8771128,3703.70349,9.09765863,A2V,,,
HIP 35429/HD 56650,7.31430199,24.1184143,2941.17639,8.97656499,A0V,,,
HIP 35573/HD 57070,7.34177576,20.1152262,934.579303,8.15625101,B9V,,,
HIP 35647/HD 57158,7.35607408,34.0267113,2380.95242,8.08984512,A0V,,,
HIP 35658/HD 57339,7.35775031,16.7220933,1075.26886,8.56640607,K2V,,,
HIP 35688/HD 57227,7.36389831,36.072614,4000.0002,8.73828392,K0V,,,
HIP 35720/HD 57494,7.36952139,16.7447736,1666.66662,8.13671867,B9II,,,
HIP 35796/HD 57728,7.38372001,15.3589296,2040.81636,6.65625177,G2II,,,
HIP 35818,7.38726989,15.8320155,4166.66699,9.45703423,A1V,,,
HIP 35834/HD 57587,7.38965401,35.1692923,1136.36371,8.0390631,K2V,,,
HIP 35844/HD 57202,7.39121402,56.985448,2380.95236,8.75781378,G0V,,,
HIP 35890/HD 57726,7.39891263,33.66768,1492.53739,7.8789069,K2V,,,
HIP 35933/HD 58050,7.40767985,15.5171994,1492.53723,6.46875045,B2V,,,
HIP 35958,7.41248468,30.18365,1176.47057,9.76953093,K2V,,,
HIP 36112/HD 58220,7.43924761,37.0169194,2777.77754,9.14843898,K0V,,,
HIP 36157/HD 58428,7.44918915,31.7508572,1020.40812,8.26953149,K0V,,,
HIP 36161/HD 58522,7.44952843,23.9276933,1785.71437,8.83984651,A2V,,,
HIP 36191/HD 58730,7.45261934,7.3353999,3333.3333,8.84765927,B9V,,,
HIP 36314,7.47513657,40.9703893,1999.99994,9.68750099,M4V,,,
HIP 36369/HD 59088,7.48632485,20.9117962,1149.42536,10.5273442,O6V,,,
HIP 36584/HD 233404,7.52462909,52.6356835,1587.30163,8.51953255,K5V,,,
HIP 36625/HD 59558,7.53236504,33.1962937,1162.7906,8.90625051,K5V,,,
HIP 36709,7.55080473,13.1855165,1999.99995,8.92968824,G0V,,,
HIP 36747,7.55794439,63.7074009,2127.65969,9.36718986,K0V,,,
HIP 36815,7.57180289,29.3845809,917.431133,10.4296874,A2V,,,
HIP 37038/HD 60823,7.6116397,9.28450492,2857.1428,8.34765785,K5V,,,
HIP 37144/HD 60963,7.63248003,23.8361954,4545.45478,8.29687638,G5V,,,
HIP 37151/HD 61061,7.63491334,17.075632,1041.66674,8.33984452,F5V,,,
HIP 37191,7.64065574,25.0760435,1333.33326,9.08984417,M0V,,,
HIP 37192,7.64071778,45.1943469,1052.63159,9.19921907,K5V,,,
HIP 37201,7.64220943,28.3097746,1369.86302,9.06640685,K7V,,,
Bernes 135/HIP 37236/HD 61059,7.64800962,34.0588728,877.193011,8.38671912,K2V,,,
HIP 37387/HD 61524,7.67469656,18.5898493,1587.30162,8.89843894,G5V,,,
HIP 37438,7.68570115,20.4290039,1351.35136,9.17968792,M6V,,,
HIP 37693,7.73305364,29.4060643,793.650766,9.20703214,K0V,,,
HIP 37770/HD 62302,7.74489538,35.8529871,2631.57883,8.2695321,K2V,,,
HIP 37947/HD 62858,7.77763661,16.6484551,1408.45079,8.07812575,A0V,,,
HIP 37969,7.78264804,12.329392,1612.90324,9.77734475,K2V,,,
HIP 37973/HD 62452,7.78344775,55.5413737,1666.66653,7.9687502,M5V,,,
HIP 38080,7.80397566,32.6885661,2222.22208,10.6367203,F5V,,,
HIP 38124/HD 63353,7.81264622,5.3931747,3571.42878,8.86718838,C3II,,,
HIP 38201/HD 63387,7.82669111,24.2692489,787.401505,7.7890625,K0V,,,
HIP 38247/HD 63515,7.83522963,22.7317607,2564.1029,7.81640838,K0V,,,
HIP 38257/HD 63366,7.83708921,39.7707811,1818.1818,6.82812717,M0V,,,
HIP 38330/HD 63456,7.85173043,47.1342158,2083.33349,8.42968851,G0V,,,
HIP 38361,7.85681928,4.91091001,3571.42859,10.3164069,A5V,,,
HIP 38390,7.86401836,21.6539028,3124.99996,10.2968768,G5V,,,
HIP 38688/HD 64322,7.92061888,43.4699217,909.090881,9.14843718,K0V,,,
HIP 38720/HD 64446,7.92738079,40.3001858,1234.56783,7.94921836,K0V,,,
HIP 38752/HD 64682,7.93375106,24.6657038,840.336042,7.69921976,K0V,,,
HIP 38807/HD 64937,7.9421439,6.40642381,2702.7027,7.71875171,K5V,,,
HIP 38839/HD 64702,7.94838407,41.0635985,892.85712,8.52734422,G0V,,,
HIP 39040,7.98772124,11.4337044,3448.27624,9.42968916,G5V,,,
HIP 39047/HD 65304,7.98869858,30.4493931,719.424401,8.60937515,G5V,,,
HIP 39120,8.00356665,15.9727492,2083.33351,9.04687578,K0V,,,
HIP 39201,8.0186384,39.3700586,1265.82276,9.32812566,K0V,,,
HIP 39297,8.03483037,24.9765196,1369.86301,8.53906307,K7V,,,
HIP 39505/HD 66212,8.07486622,44.9904878,847.457646,9.29687517,F2V,,,
HIP 39550/HD 66637,8.08168562,12.1787132,1562.50009,7.81640638,K0V,,,
HIP 39554,8.08228946,38.7221504,1428.57136,8.85937579,K0V,,,
HIP 39627,8.09747243,62.5444229,1666.66654,8.91796846,K5V,,,
HIP 39635,8.09973372,6.00015363,3448.27622,8.97656408,M0V,,,
HIP 39674,8.10741549,76.1402702,2631.57914,10.6875013,K0V,,,
HIP 39739,8.12208041,10.9217113,1960.78441,8.92968883,K0V,,,
HIP 39811,8.13502303,24.7151822,826.446226,8.96874967,K0V,,,
HIP 39958/HD 67542,8.15977477,29.093094,1204.81938,6.46875088,G0II,,,
HIP 40067/HD 67448,8.18469666,58.3814443,1111.11107,8.0468747,K2V,,,
HIP 40101,8.19179385,38.1239081,746.268605,9.27734428,F5V,,,
HIP 40103/HD 67936,8.19195931,31.3045938,3030.30304,8.02734652,K0V,,,
HIP 40135/HD 67741,8.19709491,51.769018,1219.51224,8.04687571,K5V,,,
HIP 40193/HD 68166,8.21022366,34.445738,943.396319,8.48828175,K2V,,,
HIP 40197/HD 68425,8.21069432,11.1911231,2777.77771,7.64843892,K5V,,,
HIP 40325,8.23410712,21.6679695,1204.81936,9.31640718,K5V,,,
HIP 40368/HD 68193,8.24175873,58.9575714,1923.07698,8.5195327,K2II,,,
HIP 40484,8.26634555,29.6441676,763.358847,8.75000058,K0V,,,
HIP 40529/HD 69175,8.27551841,22.9402553,2000.0001,9.02734478,A5V,,,
HIP 40650,8.29787849,21.1776039,1694.91532,8.62890745,M0V,,,
HIP 40712/HD 237692,8.31004896,58.0717797,1298.70136,10.2187513,A0V,,,
HIP 40770/HD 69580,8.32122304,40.8655332,704.225413,9.07812563,F8V,,,
HIP 40796/HD 69604,8.32636583,45.4671045,847.457707,8.15625004,K2V,,,
HIP 40807/HD 69868,8.32879374,20.9180826,980.392132,8.10937526,B9V,,,
HIP 40813,8.32950863,20.3369195,1999.99996,8.56640717,M0V,,,
HIP 40836,8.33373064,19.4532421,1204.81936,8.82812581,M0V,,,
HIP 40892,8.34482016,5.18936066,4761.90468,9.9179706,R8V,,,
HIP 40968,8.36063066,36.2582142,1612.90319,9.87890727,F2V,,,
HIP 41029/HD 70131,8.37388399,49.4787497,813.008085,7.98828104,K0V,,,
HIP 41096/HD 70455,8.38417643,27.0938969,2380.95255,8.15625148,K2V,,,
HIP 41097/HD 70010,8.38419819,61.2055846,3333.33326,9.47656559,A5V,,,
HIP 41115,8.38902683,19.8145602,4166.66621,9.02734594,K7V,,,
HIP 41138/HD 70295,8.39362218,52.9912103,970.873824,8.40624997,K0V,,,
HIP 41194/HD 70707,8.4060768,26.4657589,1282.05136,8.40625114,A2V,,,
HIP 41369,8.43933525,47.9668399,2380.95238,10.367189,F8V,,,
HIP 41470,8.45874214,11.2537636,1960.78434,9.11718857,G5V,,,
HIP 41474/HD 71372,8.4592157,12.7775135,3571.42855,8.37890733,K0V,,,
HIP 41494/HD 71091,8.46242218,51.0894197,1408.45082,9.17968817,F2V,,,
HIP 41592/HD 71388,8.47913807,39.9367746,2173.91307,8.54687621,G5V,,,
HIP 41702,8.50423039,40.3704783,1818.18169,10.0664079,F8V,,,
HIP 41760/HD 71923,8.51556197,26.0228055,1020.40813,8.50000046,K5V,,,
HIP 41771/HD 71867,8.51791161,38.2915829,694.444366,7.34765623,K5V,,,
HIP 41818/HD 72095,8.52536563,17.3358466,1408.45077,7.65625068,K2V,,,
HIP 41838,8.52927526,64.7585531,1515.15149,9.75781258,A0V,,,
HIP 41946,8.55103536,64.5197161,1162.79067,10.179688,K0V,,,
HIP 41950,8.55134122,26.2849848,826.446245,9.91796855,G0V,,,
HIP 41979,8.555647,20.406916,980.392124,11.4492188,B1V,,,
HIP 41974/HD 72235,8.55596479,41.7581531,1000.00005,8.07812496,K0III,,,
HIP 42020/HD 233546,8.56539782,51.8733931,847.457703,9.82812531,F2V,,,
