Name,RA,Dec,Dist,AppMagn,SpecClass,MassSol,RadSol,Temperature
HIP 42087,8.57873231,50.1420908,826.446252,10.0078126,F2V,,,
HIP 42089,8.57886428,79.9744323,4761.9049,10.0585957,M0V,,,
HIP 42131,8.58821074,15.7299719,1923.07705,8.89843863,F0V,,,
HIP 42150,8.59153278,31.0718551,1492.53731,10.3476567,B8V,,,
HIP 42218,8.60721673,61.119225,1250.00003,9.11718816,K5V,,,
HIP 42223,8.60881692,35.9367759,1111.11112,9.8281251,K0V,,,
HIP 42389/HD 73279,8.64392295,30.7122336,763.358832,7.4375006,K2V,,,
HIP 42404/HD 73132,8.64642862,50.6637746,769.230789,8.72656295,K5V,,,
HIP 42443,8.65402465,22.8067869,952.380989,9.22656331,K0V,,,
HIP 42470,8.65843859,35.6469533,1923.07695,10.0976572,G0V,,,
HIP 42608/HD 73784,8.68405278,27.1046831,666.66668,8.58984444,K2V,,,
HIP 42750/HD 74049,8.71260672,32.3370047,666.666697,8.7382819,K0V,,,
HIP 42826/HD 74185,8.72635079,31.3171898,1666.6667,8.43750028,K5V,,,
HIP 42865/HD 74380,8.73488674,13.7487647,1388.88877,8.46875014,G5V,,,
HIP 42921,8.74731473,7.62149562,2631.57876,9.01953194,M0V,,,
HIP 42973/HD 74484,8.75844083,33.2397029,763.358786,7.82812551,K2V,,,
HIP 43016/HD 233568,8.76621545,53.916375,1999.9999,8.42968829,K5V,,,
HIP 43018/HD 74721,8.76646753,13.2637783,2941.17654,8.69921921,A0V,,,
HIP 43101,8.77797238,68.9887772,2040.81624,10.0976575,K5V,,,
HIP 43117/HD 74737,8.78052975,33.1444998,1369.86295,8.57812549,K2V,,,
HIP 43199,8.80048933,18.6771532,1408.45081,10.4375008,G0V,,,
HIP 43280/HD 75032,8.8168334,41.1080498,1298.70131,7.97656402,K3III,,,
HIP 43390,8.83885593,69.364991,2941.1764,9.56640675,K0V,,,
HIP 43424,8.84499219,40.2455295,1204.81936,10.5585946,G0V,,,
HIP 43440/HD 75352,8.8473327,37.8139683,1754.38608,8.52734525,K0V,,,
HIP 43457,8.85115923,38.0608243,1388.8887,9.2265627,K5V,,,
HIP 43475/HD 75489,8.85582657,31.7584356,4166.66703,8.97656529,K0V,,,
HIP 43503/HD 75526,8.86075899,34.1892444,833.333305,8.95703101,G5V,,,
HIP 43560,8.87137851,38.247824,1136.3636,9.62890654,G0V,,,
HIP 43637/HD 75937,8.88778813,7.77742926,2702.70253,8.43750132,G5V,,,
HIP 43757,8.91341951,36.7824513,684.931497,9.25000054,K0V,,,
HIP 43789,8.91873991,32.9759021,925.925923,9.19921873,K0V,,,
HIP 43811/HD 76221,8.92302289,17.2312599,1111.11113,6.27734319,C6II,,,
HIP 43967,8.95382434,30.9771082,1315.7895,8.77734347,M0V,,,
HIP 44023/HD 76385,8.96542194,51.1536984,1162.79064,8.6875007,K2V,,,
HIP 44037/HD 76571,8.96772955,33.9098364,598.802439,8.19921898,K0V,,,
HIP 44054/HD 76429,8.97171294,52.3000933,826.446245,8.97656264,K5V,,,
HIP 44090,8.98052765,18.9876496,1470.58822,9.53906296,F2V,,,
HIP 44117/HD 76731,8.98502733,33.6513671,3030.3029,8.58984588,K2V,,,
HIP 44138,8.98952881,34.439183,1063.82973,10.7968751,F0V,,,
HIP 44174/HD 76959,8.99749191,15.1533663,1388.8888,8.91796905,K0V,,,
HIP 44223/HD 237769,9.00767258,56.4784966,1249.99999,9.29687554,K5V,,,
HIP 44312/HD 77174,9.02413893,19.0372785,3333.33302,8.47656506,K2V,,,
HIP 44350/HD 77103,9.032275,45.1373284,1250.00008,9.16796921,A3V,,,
HIP 44397,9.04354651,63.2459531,990.098999,8.61718893,M0V,,,
HIP 44439/HD 77234,9.05423816,50.0942875,1020.40812,9.43750014,R6V,,,
HIP 44465/HD 77376,9.0589883,42.7697345,3703.70368,9.41797115,F8V,,,
HIP 44474,9.06152921,45.519927,704.225403,9.6562504,F2V,,,
HIP 44492/HD 237774,9.06489046,57.3361387,3571.42833,8.94921962,K7V,,,
HIP 44516,9.07021812,36.3396247,1265.82278,8.94921929,K5V,,,
HIP 44531,9.07365316,40.3674612,1086.9566,9.02734368,M0V,,,
HIP 44539/HD 77709,9.07494471,12.2188563,1428.57157,8.6796881,K2V,,,
HIP 44547,9.07637509,49.3165153,1190.47616,10.6484379,F2V,,,
HIP 44679/HD 233599,9.10564215,54.0033342,1694.91538,9.39843887,K2V,,,
HIP 44682/HD 78011,9.10600552,15.2745808,2040.81635,7.62890774,M5V,,,
HIP 44725,9.11329099,73.4892224,3125.00011,9.67968965,K2V,,,
HIP 44812/HD 78278,9.13253481,21.5869057,2272.72744,10.6093766,R5V,,,
HIP 44882/HD 78331,9.14502503,35.3622547,724.637697,8.26953189,K2V,,,
HIP 44925/HD 77833,9.15140985,69.2107771,1492.53725,7.55859422,M5V,,,
HIP 44948/HD 78514,9.15615885,25.8352991,2040.81626,8.33984505,K0V,,,
HIP 44983,9.16287811,59.9231549,917.431117,9.4179687,K2V,,,
HIP 45000,9.16575776,45.0350343,641.02565,9.92968808,G0V,,,
HIP 45054,9.1762545,43.9325888,826.446241,9.84765606,F2V,,,
HIP 45074/HD 78849,9.18147182,18.8886687,1562.49993,8.08984371,K2V,,,
HIP 45105/HD 78887,9.18940757,25.4199697,4545.45444,8.00000146,K0II,,,
HIP 45115,9.1917817,39.744167,1250.00003,9.76953158,F2V,,,
HIP 45138,9.19673782,18.0332954,1219.51221,9.50781291,A0V,,,
HIP 45153/HD 79009,9.19914753,18.0441707,1219.51219,6.86718782,A0V,,,
HIP 45224/HD 79006,9.21617653,45.6585471,787.401603,8.53906316,G5V,,,
HIP 45268/HD 79214,9.22586368,24.2932567,746.268697,7.63671938,K0III,,,
HIP 45423/HD 79531,9.25636067,23.7700083,934.579368,9.41796948,G5V,,,
HIP 45450/HD 79466,9.2628531,44.2566468,3333.33325,9.42969068,G0V,,,
HIP 45519,9.2776891,20.6232442,1282.0512,8.69921939,K0V,,,
HIP 45560,9.28598191,40.5944529,735.294101,9.11718796,M3V,,,
HIP 45569,9.28777976,27.9118433,1052.63162,9.19921914,K0V,,,
HIP 45600,9.29441402,63.4028565,1176.47058,10.6171872,F8V,,,
HIP 45611/HD 79991,9.29716685,21.7816011,1249.99989,8.38671902,G5V,,,
HIP 45630/HD 79721,9.30125147,58.0532821,1162.79065,8.63671917,K0V,,,
HIP 45649/HD 79889,9.30476947,46.1531425,2777.77748,8.79687643,A3V,,,
HIP 45747/HD 80328,9.32763238,20.5465413,1428.57141,7.76953257,K2V,,,
HIP 45828,9.34420339,48.9080892,775.193887,9.68750133,G0V,,,
HIP 45884/HD 80611,9.35591482,22.8907075,1785.71417,8.57812722,K0V,,,
HIP 45914/HD 80650,9.36200648,26.8466473,666.666676,8.83984441,K2V,,,
HIP 45921,9.36394265,28.8976575,1754.38595,8.6093767,K7V,,,
HIP 46012/HD 80406,9.38407243,67.0028009,1298.70137,8.75000063,K5V,,,
HIP 46042/HD 80915,9.38983635,33.4639947,4166.66695,7.92969014,B9V,,,
HIP 46062/HD 80967,9.39279042,24.3184669,2380.95231,8.80859526,K0V,,,
HIP 46086/HD 80518,9.39790055,67.7100645,2702.70261,8.96875131,G5V,,,
HIP 46118/HD 80965,9.40482991,42.9798677,909.090877,8.25781226,K2V,,,
HIP 46131,9.40732968,36.7148346,952.380968,10.1875006,O9VI,,,
HIP 46180/HD 81210,9.41664255,25.224902,2040.81631,8.628908,A2V,,,
HIP 46195/HD 81209,9.41888655,29.5469492,1219.51227,8.82812561,B9V,,,
HIP 46254,9.4299477,56.8313134,2564.10272,9.92968954,K0V,,,
HIP 46264,9.43307134,38.9798596,662.251693,8.98828231,K0V,,,
HIP 46289,9.43996987,33.8947422,666.666673,9.18750069,G0V,,,
HIP 46334,9.44649395,27.6491837,2000.00006,9.04687568,K2V,,,
HIP 46377/HD 81357,9.45664001,58.1428363,1265.82273,8.31640675,B8V,,,
HIP 46433,9.46959452,28.1893558,999.999985,8.94921872,K0V,,,
HIP 46472,9.47793572,37.3978166,806.451593,9.46874986,K0V,,,
HIP 46496/HD 81703,9.4831122,50.0311425,970.873826,7.06640626,K5V,,,
HIP 46753,9.52923872,33.0965809,1886.79247,8.8164074,M0V,,,
HIP 46798/HD 82247,9.53633186,42.3324886,1282.05125,9.18750088,A0V,,,
HIP 46990,9.57727662,48.303321,1315.78943,10.5781246,F8V,,,
HIP 47136/HD 83100,9.60516584,8.79604936,2564.10292,9.18750226,A5V,,,
HIP 47223,9.6245124,32.9126911,869.565252,9.54687558,G5V,,,
HIP 47234,9.62753759,10.7561524,3846.15397,8.98828255,K5V,,,
HIP 47280,9.63521396,41.2069138,2702.70274,10.6484386,F5V,,,
HIP 47315/HD 83021,9.64154612,65.1221109,1562.49996,9.08984356,K0V,,,
HIP 47364/HD 83205,9.65020576,58.5481771,1587.30161,7.31640754,M2III,,,
HIP 47466/HD 83632,9.67613597,26.0040032,2857.14269,8.05859537,K2III,,,
HIP 47483/HD 83630,9.67939084,32.9993743,1612.90315,7.98828256,F2V,,,
HIP 47488,9.68024303,40.068722,952.381029,9.25,K0V,,,
HIP 47507,9.68569267,22.504652,2439.02425,10.757813,G0V,,,
HIP 47512,9.68629285,37.1492688,1075.26881,10.2578122,F8V,,,
HIP 47538,9.69207221,59.6578878,2500.00006,9.86718797,K0V,,,
HIP 47545,9.69322501,18.9495151,1388.88876,9.34765635,K0V,,,
HIP 47578/HD 83907,9.70141768,21.573088,1923.07711,8.71875121,G5V,,,
HIP 47603,9.70635623,38.4146863,3124.99997,9.859377,F2V,,,
HIP 47673/HD 84098,9.72073971,20.9126995,1818.1817,8.9062516,G5V,,,
HIP 47761/HD 84181,9.73765031,34.720794,869.565267,7.80859402,M5V,,,
HIP 47896,9.76165441,8.00165452,3333.33326,9.40625306,G5V,,,
HIP 48020/HD 84615,9.78899065,32.7823529,833.33326,7.60937474,M5V,,,
HIP 48041/HD 84540,9.79335655,50.9548119,2499.99993,9.2500007,G5V,,,
HIP 48093/HD 84801,9.80560083,28.5223594,645.161321,7.67968741,A0V,,,
HIP 48230/HD 85069,9.83314913,19.6055862,909.090878,8.81640611,K2V,,,
HIP 48242/HD 84912,9.83486588,51.4109159,4545.45456,7.98828244,K5V,,,
HIP 48275,9.84185998,44.4399253,909.090877,10.8867185,G0V,,,
HIP 48295/HD 85271,9.84684252,4.98133477,3999.99997,8.42968998,K0V,,,
HIP 48454,9.87934966,33.7996845,1369.86305,11.0195317,G0V,,,
HIP 48472/HD 85557,9.88456143,22.123319,3125.00004,8.07812736,K5V,,,
HIP 48684/HD 85931,9.92885302,20.971779,1369.86294,9.00000044,A2V,,,
HIP 48890/HD 86311,9.97175278,30.5172574,740.740703,8.38671919,K0V,,,
HIP 48936,9.98425385,19.0121196,1428.57148,10.1484387,K0V,,,
HIP 48966/HD 237856,9.9890251,56.1090233,2083.3332,9.5273444,K2V,,,
HIP 48968/HD 86415,9.98943032,40.5720082,1960.78436,8.42968885,K0V,,,
HIP 48980/HD 86515,9.99313136,22.6756777,3030.30284,9.19922066,K0V,,,
HIP 48992,9.99546645,38.6111301,2702.70279,9.37890737,K0V,,,
HIP 49007,9.99807185,16.7166253,1999.99994,9.4296881,K2V,,,
HIP 49172/HD 86897,10.0349441,21.6911572,1162.79067,8.65625063,K2V,,,
HIP 49204,10.0428342,17.046422,1612.9032,10.3671886,A6V,,,
HIP 49306,10.0645233,16.2160786,1492.53718,9.25781276,K0V,,,
HIP 49382/HD 87194,10.0819257,55.4879044,1999.99999,7.80859443,K5V,,,
HIP 49389/HD 237861,10.0829221,55.4856935,2000.00002,8.84765727,K5V,,,
HIP 49539/HD 87483,10.1148836,54.8151209,1666.66662,8.42968781,K5V,,,
HIP 49578/HD 87481,10.1205817,60.9198782,1666.66661,7.12890646,K5III,,,
HIP 49884/HD 88160,10.1862599,46.2416174,1886.79268,9.5390642,G5V,,,
HIP 49944/HD 88328,10.1970763,33.1248077,1149.42526,8.70703138,K5V,,,
HIP 49946,10.1975579,19.2974546,1639.34421,10.8398454,K0V,,,
HIP 50017,10.2111856,21.3184296,1098.90107,9.32812494,G5V,,,
HIP 50152,10.2382313,66.0256618,1886.79252,10.1875013,F8V,,,
HIP 50173/HD 88609,10.2413832,53.561012,1587.30167,8.58984514,G5III,,,
HIP 50184,10.244191,52.8843653,2702.70266,10.63672,K4V,,,
HIP 50300,10.2701729,34.4008777,980.392157,9.34765644,G5V,,,
HIP 50342/HD 89031,10.279644,24.4457283,840.336026,8.18750104,K0V,,,
HIP 50358/HD 89054,10.2826167,29.6848563,3030.30293,8.64843986,M5V,,,
HIP 50446,10.3000473,30.428749,840.33607,9.36718839,K5III,,,
HIP 50535/HD 89396,10.3213256,14.668087,1298.70146,8.4570316,K2V,,,
HIP 50557/HD 89416,10.3274619,22.5066405,990.099056,8.40625046,G5V,,,
HIP 50560/HD 89431,10.3277086,15.7443283,1136.36356,8.93750055,G5V,,,
HIP 50642,10.3429983,29.5717223,2222.22219,8.79687676,K2V,,,
HIP 50812,10.3738716,9.79314574,2380.95243,9.1289079,K5V,,,
HIP 50845,10.3826035,11.238319,3333.33289,9.54687784,K2V,,,
HIP 50979,10.4133674,51.1780674,1694.91537,10.1679702,M4V,,,
HIP 51110,10.4421015,62.346562,3125.00028,10.8476585,M8V,,,
HIP 51134/HD 90402,10.4462716,28.3743724,1428.57154,8.80859401,F5V,,,
HIP 51353,10.4893391,23.0620893,1204.81935,9.85937572,M7III,,,
HIP 51358,10.4902024,29.6822131,2173.91305,8.7695322,K1III,,,
HIP 51564,10.5328583,58.9173119,2083.3335,10.1484386,F0V,,,
HIP 51566/HD 91192,10.5330395,22.0394405,2439.02452,8.11718822,F0V,,,
HIP 51567,10.5331462,22.0360747,2439.02451,8.36718814,F0V,,,
HIP 51707,10.5650495,61.163106,1886.79266,10.7968763,F8V,,,
HIP 51845/HD 91562,10.5920096,53.7726507,2499.9999,8.10937532,K2V,,,
HIP 51862/HD 91635,10.5956935,45.2566786,1388.8888,8.73828155,K2V,,,
HIP 51997,10.622975,10.8049371,1785.71419,9.80859604,K0V,,,
HIP 52123,10.6486775,10.0634808,2040.81621,9.96875159,B5V,,,
HIP 52223/HD 92321,10.6701342,38.4032011,1265.82276,8.09765687,K4III,,,
HIP 52224,10.6702691,6.20309014,3846.15432,10.1875015,G5V,,,
HIP 52315/HD 92576,10.6898526,8.56266243,4761.90514,7.68750167,M5V,,,
HIP 52329/HD 92587,10.6936556,13.97846,2777.77776,7.61718942,M5V,,,
HIP 52333,10.6949478,12.8843665,4761.90527,8.66797108,M0V,,,
HIP 52335,10.695139,24.3714369,2500.00004,9.57812559,K0V,,,
HIP 52408/HD 92731,10.7132054,17.1246838,2439.02442,8.87890661,K0V,,,
HIP 52412/HD 92730,10.7144404,25.1506244,4166.66705,9.64844026,K5V,,,
HIP 52416/HD 92635,10.7150615,55.8908496,3571.42892,7.38672016,K5V,,,
HIP 52441/HD 92767,10.7197997,33.363492,2439.02443,8.63671955,K0III,,,
HIP 52508,10.7364663,44.6789347,1724.13792,9.7265627,F3V,,,
HIP 52747,10.7839918,20.5814404,2777.77779,9.13672011,K7V,,,
HIP 52849/HD 93521,10.8065314,37.5702963,4545.45464,7.02734561,O9V,,,
HIP 52974/HD 93764,10.8344322,34.008494,1408.45071,9.06640686,G5V,,,
HIP 53066,10.8572196,28.9842987,1785.71423,10.6992215,F8V,,,
HIP 53126/HD 94148,10.8678537,8.85284008,2500.00012,8.78906287,K5V,,,
HIP 53198,10.8804604,22.7665102,2564.10245,10.4179706,F8V,,,
HIP 53374/HD 94468,10.9147534,36.1545685,4761.90478,9.51953273,K5V,,,
HIP 53522,10.9494052,15.2795289,5000.00017,10.1367215,R5V,,,
HIP 53585,10.9627222,10.6544009,3225.80642,9.55859435,G5V,,,
HIP 53932/HD 95576,11.0357014,27.8731676,2325.58134,8.16797035,K5V,,,
HIP 54103/HD 95936,11.0706183,14.2489041,2272.72697,8.31640748,K3III,,,
HIP 54868,11.234429,28.9603014,2941.17642,10.4882838,F8V,,,
72 Leo/HIP 54951/HD 97778,11.2534006,23.0955249,2040.81635,4.5585958,M3III,,,
HIP 55357,11.3357462,17.0862611,2380.95254,9.02734544,K0V,,,
HIP 55442,11.3542988,13.6951901,1886.79259,9.77734492,G5V,,,
HIP 56882/HD 101303,11.6607348,17.9043401,4761.9051,8.18750151,K5V,,,
HIP 14310,3.07653792,21.7240002,452.488639,8.44921874,K2V,,,
HIP 14605/HD 19613,3.14375303,-26.4463721,460.829469,8.51953215,M5III,,,
HIP 14861,3.19887724,10.9644869,421.940935,8.86718782,K0V,,,
HIP 14883/HD 19965,3.20163042,-14.2397591,421.940943,8.95703154,K1III,,,
HIP 15022/HD 19982,3.2269581,29.2323425,492.610851,8.07812578,A2V,,,
HIP 15057,3.23371733,24.2652928,471.698162,8.18750032,K2V,,,
HIP 15168/HD 20257,3.25868641,1.79115382,448.430506,9.29687514,K0V,,,
HIP 15235,3.2740025,-28.1799633,507.614216,10.5000006,R5V,,,
HIP 15433,3.31471097,7.28998819,454.545455,9.4492195,F2V,,,
HIP 15440/HD 20620,3.31636539,-4.74685967,438.596496,8.50000021,K0V,,,
HIP 15478,3.3263071,-29.8632318,523.560254,9.53906323,K0V,,,
HIP 15621/HD 20802,3.35235606,-0.369540462,444.444417,8.17968734,K0V,,,
HIP 15710,3.37295313,31.6091421,515.463951,9.07812593,A5V,,,
HIP 15728/HD 20940,3.37719199,-0.528434462,432.900448,9.68750005,F8V,,,
HIP 15789/HD 20921,3.39165606,30.4390975,473.933687,8.36718729,A0V,,,
HIP 15885,3.41007993,27.9418333,487.804917,8.59765621,M0V,,,
HIP 15975,3.42829137,13.6213408,469.483537,8.64843844,K0V,,,
HIP 16006/HD 21371,3.43545589,-22.1609368,440.528642,9.08984367,K2III,,,
HIP 16071/HD 21293,3.44982837,24.8237495,497.512433,8.00000031,K5V,,,
HIP 16123,3.46128433,-8.43095638,473.93371,9.73828148,K5V,,,
HIP 16139/HD 21518,3.46612499,-8.538448,478.468927,9.65625022,G5V,,,
HIP 16178,3.47345056,5.98588339,411.522618,9.67968793,F5V,,,
HIP 16282/HD 21792,3.49853007,-23.7459091,495.04955,8.5195317,K1III,,,
HIP 16390/HD 21837,3.51802017,-2.24737526,471.698151,8.72656259,K0V,,,
HIP 16414/HD 21787,3.52253647,17.9381775,398.406361,6.78906278,K2V,,,
HIP 16429/HD 21786,3.52546787,25.7215963,476.19048,9.08984439,A2V,,,
HIP 16518/HD 21856,3.54445025,35.4617195,502.512571,5.90624977,B1V,,,
HIP 16567/HD 22188,3.55522789,-32.505476,462.962942,9.01953113,G6III,,,
HIP 16621/HD 278813,3.56475551,34.2850861,465.116245,9.42968815,A2V,,,
HIP 16647/HD 22228,3.57013173,-16.1640752,465.116233,10.367188,M4V,,,
HIP 16662/HD 22115,3.57370096,20.3741168,471.698121,8.13671908,K5V,,,
HIP 16679/HD 22244,3.57717195,-10.7948509,416.666664,8.83984354,K0V,,,
HIP 16706,3.58291773,17.7106687,393.70081,9.84765663,G0V,,,
HIP 16721/HD 22283,3.58512679,-4.89866683,442.477863,8.43750083,K5V,,,
HIP 16728/HD 22271,3.58699057,1.77954357,476.190505,8.75000062,M5V,,,
HIP 16737/HD 22225,3.58843558,18.9031791,442.477875,7.56640694,K5V,,,
HIP 16769/HD 22476,3.59616374,-30.7385294,473.93369,8.44921886,G3III,,,
HIP 16778,3.59875504,9.56605198,399.99998,11.3984375,M0V,,,
HIP 16841/HD 22404,3.61247334,13.2918595,408.163233,8.44921941,A0V,,,
HIP 16842/HD 22492,3.61286883,-7.12127042,485.436851,9.84765652,B8V,,,
HIP 16845/HD 22452,3.61306239,4.47437543,398.406342,8.75000033,F0V,,,
HIP 16923/HD 22659,3.62988506,-24.7599414,446.428583,9.63671939,A1IV,,,
HIP 16934/HD 22545,3.63193298,9.93288523,450.450459,7.91796964,K2V,,,
HIP 17025/HD 22800,3.64996676,-24.087837,411.522624,9.07812521,K0III,,,
HIP 17046/HD 22822,3.65431274,-22.3224111,462.962955,8.42968728,K0III,,,
HIP 17048,3.65474398,-22.3297808,462.962954,11.0195311,K7V,,,
HIP 17084,3.66045606,12.654748,515.463948,10.0195323,F0V,,,
HIP 17128,3.66864309,4.63033547,404.858282,10.0390631,G0V,,,
HIP 17140,3.67053256,26.8874492,534.759346,8.22656214,A3V,,,
HIP 17177/HD 278933,3.67908764,33.6346255,471.698137,8.67968767,K2V,,,
HIP 17212/HD 23033,3.6868685,-19.3914173,392.156862,8.95703162,K1II,,,
HIP 17263,3.69725849,-17.0515858,431.034508,9.39843768,G0V,,,
HIP 17387/HD 23060,3.72333571,34.1162649,478.468891,7.50781279,B2V,,,
HIP 17417/HD 23317,3.7318908,-7.88247802,442.477885,7.6367195,G5V,,,
Atik/OMI Per/38 Per/HIP 17448/HD 23180,3.73864616,32.2882713,452.488695,3.83984389,B1III,,,
HIP 17509/HD 23561,3.74948459,-31.601022,446.428572,8.88671917,K2III,,,
HIP 17522/HD 23545,3.75119183,-27.6073545,495.0495,8.68750088,K2III,,,
HIP 17538,3.75486742,-16.4891851,499.999989,9.85937559,M5V,,,
HIP 17537/HD 23442,3.75487,4.43787797,500.000002,8.09765685,K5V,,,
HIP 17599/HD 23693,3.77015305,-25.5318875,531.914887,8.83984391,M2III,,,
HIP 17614,3.7737527,17.9177556,492.610833,9.86718826,F2V,,,
HIP 17640/HD 23768,3.77996935,-26.6185389,469.483559,9.35937595,G8V,,,
HIP 17646/HD 281172,3.78056857,30.8093004,492.610844,9.90625108,A0V,,,
HIP 17700/HD 278994,3.79104605,33.3248906,473.933688,9.74999996,B8V,,,
HIP 17737/HD 23868,3.79884304,-15.1047672,386.100391,7.98828122,K5III,,,
HIP 17773/HD 23711,3.80513703,29.9475128,440.528634,9.27734369,A5V,,,
HIP 17777/HD 23955,3.80579731,-22.1933822,595.238079,8.69921988,K3III,,,
HIP 17786/HD 23876,3.80692338,-1.53648441,392.156879,8.61718798,K0V,,,
HIP 17817,3.81267203,6.30078071,492.610854,10.8789073,K7V,,,
HIP 17841/HD 279010,3.81745287,36.387272,492.610827,9.71875091,A0V,,,
HIP 17855/HD 23977,3.82122579,-1.5086994,403.225791,8.62890625,G5V,,,
HIP 17864,3.82314372,15.0749746,518.134707,9.05859479,G5V,,,
HIP 17913/HD 24079,3.8307768,-7.52318076,404.858295,8.98828205,G5V,,,
HIP 17957/HD 24120,3.83895665,-5.07606437,483.091811,7.7500001,K0V,,,
HIP 17971/HD 24000,3.84222683,29.7449227,492.610848,8.79687606,A0V,,,
HIP 17976/HD 24267,3.84297532,-30.6898987,497.512432,7.01953148,K4III,,,
HIP 18015/HD 24207,3.85049368,-6.06202169,389.105068,9.26953086,F0V,,,
HIP 18029/HD 24280,3.85335812,-18.9106055,578.034654,8.68750072,A0V,,,
HIP 18039,3.85598328,0.899292725,512.820465,10.0195312,F5V,,,
HIP 18063/HD 24215,3.86071745,10.8434487,378.787865,8.26953139,A0V,,,
HIP 18111/HD 24190,3.87193217,34.2221251,490.196105,7.42968759,B2V,,,
HIP 18169/HD 24446,3.88565739,-6.63373902,432.900425,6.55859433,B9V,,,
HIP 18205,3.89339689,-31.6838194,478.4689,9.21875035,G5V,,,
HIP 18223/HD 24539,3.8962814,-12.7333418,497.512423,7.93750012,K2III,,,
HIP 18245/HD 24556,3.90215096,-6.52716037,418.410045,8.38671962,K0V,,,
HIP 18250,3.90345403,-31.3168198,518.134676,9.63671972,F8V,,,
HIP 18328/HD 24774,3.91846147,-32.098778,420.168089,9.1796886,A8V,,,
HIP 18330/HD 24525,3.9185893,27.064576,401.606416,8.05859491,K0V,,,
HIP 18348/HD 24764,3.92267333,-26.5446253,448.430464,8.58984396,K0III,,,
HIP 18385,3.93009955,4.86002632,540.540522,9.69921926,F8V,,,
HIP 18386/HD 24602,3.93011784,28.1759166,543.478267,8.8789062,A0V,,,
HIP 18393,3.93239632,4.07111553,462.962986,9.09765623,F8V,,,
HIP 18408/HD 24749,3.93566579,0.711118292,540.54051,9.4570317,F0V,,,
HIP 18419/HD 24780,3.93801552,-5.15298117,540.540516,8.32812547,K5V,,,
HIP 18422/HD 24763,3.93854488,2.20757468,515.463846,8.25000075,K0V,,,
HIP 18443/HD 286365,3.94257056,11.9981885,581.395343,10.2382817,F5V,,,
HIP 18444/HD 275960,3.94265369,37.1578674,460.829493,9.12890712,K0V,,,
HIP 18486,3.95149043,-21.1585366,512.820464,9.92968746,K7V,,,
HIP 18498/HD 24889,3.95435068,-3.1215909,471.698148,9.21875004,K2V,,,
HIP 18514/HD 24965,3.95867009,-13.3750069,555.555541,8.72656313,G8IV,,,
HIP 18519/HD 24924,3.95987194,-1.97489448,434.782633,8.82812534,K0V,,,
HIP 18558/HD 24856,3.97233571,32.7565219,549.450495,8.85937541,A3V,,,
HIP 18561/HD 25042,3.97297843,-8.99832962,480.769257,8.29687607,G5V,,,
HIP 18564/HD 286436,3.97422376,11.9058229,409.836063,10.257813,R5V,,,
HIP 18600/HD 25035,3.9796512,3.52731482,523.560272,11.1875009,F5V,,,
HIP 18611/HD 25220,3.98223616,-35.7785675,480.769232,8.11718854,K1III,,,
HIP 18622,3.98492944,-27.4272152,434.782633,9.29687514,K2V,,,
HIP 18626/HD 285324,3.98687512,15.8145818,456.62101,8.89843754,M0V,,,
HIP 18694/HD 25241,4.00515958,-6.38429605,462.962934,8.38671863,M0III,,,
HIP 18695/HD 25334,4.00527088,-31.4454468,411.52261,8.57812521,M2III,,,
HIP 18722/HD 25281,4.01114508,-12.8595061,476.190512,8.7187511,F3V,,,
HIP 18779/HD 25229,4.02361307,27.6147534,456.620972,8.37890604,K0V,,,
HIP 18792,4.026269,20.6061297,628.930798,10.7968758,F2V,,,
HIP 18886/HD 281486,4.04906637,31.9318029,420.168045,9.86718835,A0V,,,
HIP 18892/HD 25382,4.04969937,28.4558772,406.504083,8.81640629,G0V,,,
HIP 18919/HD 25542,4.05511474,-2.36248959,499.999996,8.20703182,G5V,,,
HIP 18937/HD 286502,4.05887525,12.8988932,628.930741,8.89843824,M0V,,,
HIP 18939/HD 25676,4.05941275,-25.8478843,436.681229,6.56640698,M2III,,,
HIP 18953,4.0619964,5.71662381,578.034657,9.25000079,A5V,,,
HIP 19002/HD 25557,4.07186634,20.6792233,574.712626,9.08984341,F5V,,,
HIP 19005/HD 25724,4.07202529,-14.2625664,362.318836,8.04687527,A6V,,,
HIP 19060/HD 25946,4.08445816,-36.3898412,500.000015,8.53906343,K5III,,,
HIP 19078/HD 25695,4.09000561,23.1686609,518.134715,8.308595,K0V,,,
HIP 19079/HD 25964,4.09013407,-33.5757006,485.436908,9.24999979,K0III,,,
HIP 19081,4.09033303,-15.7093715,413.223167,9.38671885,F0V,,,
HIP 19090/HD 25644,4.09349852,35.1652006,465.116228,8.52734414,K0V,,,
HIP 19100/HD 25962,4.09470622,-29.154538,456.620993,9.5781251,K3III,,,
HIP 19114/HD 25870,4.09830717,-0.660842746,595.238083,9.40625106,F5V,,,
HIP 19116/HD 25921,4.09835582,-10.2958158,348.432071,7.02734453,M4III,,,
HIP 19140/HD 25896,4.10252477,-0.0210493699,505.050511,8.35937605,G5V,,,
HIP 19163/HD 25836,4.10947132,21.9565071,465.116242,7.88671925,K2V,,,
HIP 19185/HD 26002,4.11161959,-8.49360945,425.531972,8.47656317,K0V,,,
HIP 19216/HD 284142,4.11901573,21.2629075,427.350454,8.75781289,K2V,,,
HIP 19251/HD 26119,4.12503799,-15.4402393,543.478256,8.48828117,G8IV,,,
HIP 19260/HD 26083,4.12826006,-1.62165664,584.795303,9.06640643,K0V,,,
